description,category,service_id,service_name
عندي مشكلة: في صوت طقطقة لما العربية بتتحرك,suspension,6,إصلاح نظام التعليق
العربية بتاعتي، العربية بتتحرك بسلاسة أقل من قبل,engine,11,فحص المحرك الإلكتروني
البطارية مش بتخلي العربية تشتغل، ممكن تساعدني؟,battery,15,إصلاح البطارية
عندي مشكلة: الجيرة مش بتدخل,transmission,8,إصلاح ناقل الحركة
العربية في رعشة وانا شايل فرامل,brakes,3,إصلاح الفرامل
العربية بتاعتي، لما ادوس بنزين في تأخير,engine,11,فحص المحرك الإلكتروني
عندي مشكلة: الموتور بيرتجف لما اشغل العربية,engine,11,فحص المحرك الإلكتروني
الموتور بيعيط لما اطلع مطلع، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
العربيه بتعيط لما اطلع مطلع,engine,11,فحص المحرك الإلكتروني
العربية بتاعتي، في صوت حكة كده وانا ماشي ببطء,brakes,3,إصلاح الفرامل
محتاج مساعدة، العربية بتتعب لما اطلع أي طلعة,engine,11,فحص المحرك الإلكتروني
العربيه في هزه وانا لما فرملت,brakes,3,إصلاح الفرامل
العربية حاسسها تقيلة، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
الموتور بيكركب، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
العربية بتهز على حفر,suspension,6,إصلاح نظام التعليق
محتاج مساعدة، في ريحة بنزين في العربية,exhaust,12,إصلاح نظام العادم
عندي مشكلة: اللمبة الواطية ضعيفة,electrical,14,إصلاح الكهرباء
عندي مشكلة: في صوت عالي من الموتور لما بمشي ببطء,engine,11,فحص المحرك الإلكتروني
عندي مشكلة: العربية بترتعش وانا شايل فرامل,brakes,3,إصلاح الفرامل
العربية بتاعتي، العربية مخنوقة ومش بتسحب,engine,11,فحص المحرك الإلكتروني
العربية بتاعتي، العربية بتتهز لما امشي على طريق وعر,suspension,6,إصلاح نظام التعليق
العربية بتدبدب لما اجري,alignment_balancing,5,ضبط الزوايا والتوازن
محتاج مساعدة، العربية بتقف متأخر لما افرمل,brakes,3,إصلاح الفرامل
العربيه بتهز بعد سرعه 90,alignment_balancing,5,ضبط الزوايا والتوازن
العربية بتاعتي، الموتور بيفصل لحظة وبعدين يرجع,engine,11,فحص المحرك الإلكتروني
النور الواطي ضعيف، ممكن تساعدني؟,electrical,14,إصلاح الكهرباء
محتاج مساعدة، في صوت حكة من الفرامل,brakes,3,إصلاح الفرامل
في فرقعة مع الحركة، ممكن تساعدني؟,suspension,6,إصلاح نظام التعليق
في حاجة غلط في الموتور، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
بتخبط على الأوتوستراد,alignment_balancing,5,ضبط الزوايا والتوازن
محتاج مساعدة، الفرامل بتعمل صوت حكة,brakes,3,إصلاح الفرامل
في الإدل العربيه بتطفي,engine,11,فحص المحرك الإلكتروني
في مسمار في الكاوتش، ممكن تساعدني؟,tires,4,تغيير إطارات
محتاج مساعدة، العربية بتهز لما امشي على طريق سريع,alignment_balancing,5,ضبط الزوايا والتوازن
عندي مشكلة: الزيت بينزل من فوق الفلتر,oil_leak,2,إصلاح تسريب الزيت
العربية بتاعتي، العربية بتعمل زنة من تحت,tires,4,تغيير إطارات
محتاج مساعدة، العربية صعبة التشغيل الصبح,starting,13,إصلاح مشاكل التشغيل
في طقطقة من الدركسيون لما بلف,steering,7,إصلاح نظام التوجيه
محتاج مساعدة، عايز أشيل الخدوش من الجسم,cleaning,16,تنظيف وتلميع السيارة
عندي مشكلة: العربية بترعش وانا دايس فرامل,brakes,3,إصلاح الفرامل
العربية بتاعتي، العربية بتقاوم لما ادوس بنزين,engine,11,فحص المحرك الإلكتروني
العربية بتاعتي، العربية مش بتجاوب على الغاز,engine,11,فحص المحرك الإلكتروني
السواقة مش ناعمة زي الأول,engine,11,فحص المحرك الإلكتروني
نور الـ low beam ضعيف,electrical,14,إصلاح الكهرباء
عندي مشكلة: الموتور بيقفل لما اقف على الإشارة,engine,11,فحص المحرك الإلكتروني
العربية في رعشة دايس فرامل، ممكن تساعدني؟,brakes,3,إصلاح الفرامل
البطارية وقعت,battery,15,إصلاح البطارية
العربية بترج وانا دايس فرامل,brakes,3,إصلاح الفرامل
لما بفرمل العربيه بترج، ممكن تساعدني؟,brakes,3,إصلاح الفرامل
محتاج مساعدة، العربية مش سلسة زي الأول,engine,11,فحص المحرك الإلكتروني
العربية بتاعتي، العربية بتهز من سرعة 100 وفوق,alignment_balancing,5,ضبط الزوايا والتوازن
العربية بتاعتي، في خبط خفيف في العجلة لما امشي,tires,4,تغيير إطارات
محتاج مساعدة، في صوت طق من تحت العربيه,suspension,6,إصلاح نظام التعليق
العربية بتاعتي، الموتور بيطفى وانا ماشي,engine,11,فحص المحرك الإلكتروني
عندي مشكلة: العربية سحبها وحش,engine,11,فحص المحرك الإلكتروني
محتاج مساعدة، العربية بتحسها بتكركب,engine,11,فحص المحرك الإلكتروني
العربية بتاعتي، الجيرات مش بتتنقل,transmission,8,إصلاح ناقل الحركة
محتاج مساعدة، العربية بتقاوم لما ادوس بنزين,engine,11,فحص المحرك الإلكتروني
دايس بنزين والعربية مش شايلة,engine,11,فحص المحرك الإلكتروني
العربية بتاعتي، العربية صوتها بيزيد لما اطلع مطلع,engine,11,فحص المحرك الإلكتروني
الفتيس بيتنتش لما انقل,transmission,8,إصلاح ناقل الحركة
في صوت صرير لما بدوس فرامل، ممكن تساعدني؟,brakes,3,إصلاح الفرامل
العربية بتاعتي، مش دايماً بتشتغل من أول مرة,starting,13,إصلاح مشاكل التشغيل
عندي مشكلة: في صوت طق في التعليق,suspension,6,إصلاح نظام التعليق
بحس بدبدبة تحت العربية في طريق مكسر,suspension,6,إصلاح نظام التعليق
محتاج مساعدة، العربية مش ثابتة على السرعات العالية,alignment_balancing,5,ضبط الزوايا والتوازن
محتاج مساعدة، العربية بتهز لما امشي على طريق سريع,alignment_balancing,5,ضبط الزوايا والتوازن
محتاج مساعدة، في انقطاع خفيف في الموتور,engine,11,فحص المحرك الإلكتروني
محتاج مساعدة، الموتور بيفصل لحظة وبعدين يرجع,engine,11,فحص المحرك الإلكتروني
محتاج مساعدة، الفتيس بيعمل طقة لما انقل,transmission,8,إصلاح ناقل الحركة
لمبة الحرارة بتولع وتطفى، ممكن تساعدني؟,cooling,10,إصلاح نظام التبريد
العربية صوتها بقى عالي,engine,11,فحص المحرك الإلكتروني
عندي مشكلة: في صوت مع السخونه,cooling,10,إصلاح نظام التبريد
العربيه في رج وانا بفرمل,brakes,3,إصلاح الفرامل
عايز أنضف جنوط العربية,cleaning,16,تنظيف وتلميع السيارة
التهبيد جامد من الأمام,suspension,6,إصلاح نظام التعليق
عايز أشيل الخدوش من الجسم,cleaning,16,تنظيف وتلميع السيارة
عندي مشكلة: محتاج أدور على بنشر,tires,4,تغيير إطارات
العربية بتاعتي، في رعشة في العربية لما افرمل,brakes,3,إصلاح الفرامل
العربية بتاعتي، لقيت إن في زيت واقع على الأرض,oil_leak,2,إصلاح تسريب الزيت
محتاج مساعدة، البطارية خربانة,battery,15,إصلاح البطارية
عندي مشكلة: العربية بتهز فوق سرعة 100,alignment_balancing,5,ضبط الزوايا والتوازن
العربيه مش بتشتغل، ممكن تساعدني؟,starting,13,إصلاح مشاكل التشغيل
العربية بتبطل وهي شغالة، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
عايز أشتري عربية,unknown,17,غير ذلك
عندي مشكلة: العربية في رج لما فرملت,brakes,3,إصلاح الفرامل
عندي مشكلة: العربية بتهز لما اعدي 80,alignment_balancing,5,ضبط الزوايا والتوازن
العربية ماشية بتقل مع الوقت، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
محتاج مساعدة، الصبح مش بتشتغل من أول مرة,starting,13,إصلاح مشاكل التشغيل
محتاج مساعدة، المكيف محتاج شحن,ac,9,فحص وإصلاح المكيف
العربية بتاعتي، الموتور سخن اوي,cooling,10,إصلاح نظام التبريد
في صوت صفارة لما بفرمل، ممكن تساعدني؟,brakes,3,إصلاح الفرامل
العربية بتاعتي، العربية بتتهبد على المطبات,suspension,6,إصلاح نظام التعليق
محتاج مساعدة، الموتور بيطق لما ازود بنزين,engine,11,فحص المحرك الإلكتروني
لقيت آثار زيت على الطريق ورا العربية، ممكن تساعدني؟,oil_leak,2,إصلاح تسريب الزيت
العربية بتاعتي، العربية تقيلة في السحب,engine,11,فحص المحرك الإلكتروني
العربية بتاعتي، الموتور بيعيط في الطلعه,engine,11,فحص المحرك الإلكتروني
عندي مشكلة: في طقطقة في العربية مش عارف منين,suspension,6,إصلاح نظام التعليق
تيل الفرامل نزل، ممكن تساعدني؟,brakes,3,إصلاح الفرامل
عندي مشكلة: العربية بتتعب لما الموتور يسخن,cooling,10,إصلاح نظام التبريد
بتخبط على الطريق السريع,alignment_balancing,5,ضبط الزوايا والتوازن
المكيف مبردش خالص,ac,9,فحص وإصلاح المكيف
عندي مشكلة: العربية مش بتقوم من أول مرة,starting,13,إصلاح مشاكل التشغيل
موعد تغيير الزيت جه,oil_change,1,تغيير زيت المحرك
الدركسيون مش ماشي بسهولة، ممكن تساعدني؟,steering,7,إصلاح نظام التوجيه
العربية سحبها وحش,engine,11,فحص المحرك الإلكتروني
عندي مشكلة: العربية بتهز على الطريق الوعر,suspension,6,إصلاح نظام التعليق
في ريحة بنزين في العربية,exhaust,12,إصلاح نظام العادم
المقود بيتعقل لما بلف، ممكن تساعدني؟,steering,7,إصلاح نظام التوجيه
عندي مشكلة: الموتور بيتأخر وأنا واقف,engine,11,فحص المحرك الإلكتروني
العربية اشتغلت وبعدين وقفت فجأة,engine,11,فحص المحرك الإلكتروني
العربية بتاعتي، دوست بنزين كامل ومش بتشد,engine,11,فحص المحرك الإلكتروني
العربية بتطفى في الزحمة، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
العربيه في هزه لما فرملت,brakes,3,إصلاح الفرامل
العربيه بتكتم في الطلعه,engine,11,فحص المحرك الإلكتروني
العربية بتاعتي، الشكمان بيعمل صوت عالي,exhaust,12,إصلاح نظام العادم
محتاج مساعدة، الزيت واطي والعربية بتعمل صوت,oil_change,1,تغيير زيت المحرك
العربية بتاعتي، في زنة من تحت العربية,tires,4,تغيير إطارات
محتاج مساعدة، مش دايماً بتشتغل من أول مرة,starting,13,إصلاح مشاكل التشغيل
بدوس بنزين لآخره والعربية مش بتجري، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
العربيه بتتهبد من قدام,suspension,6,إصلاح نظام التعليق
طق من تحت العربية,suspension,6,إصلاح نظام التعليق
الموتور بيطفى لما ارفع رجلي من البنزين,engine,11,فحص المحرك الإلكتروني
العربية بترتعش بعد سرعة 100,alignment_balancing,5,ضبط الزوايا والتوازن
محتاج مساعدة، في ترجرجة في العربية,suspension,6,إصلاح نظام التعليق
العربيه بتدبدب علي طريق وعر,suspension,6,إصلاح نظام التعليق
محتاج مساعدة، ريحة احتراق من العربية,exhaust,12,إصلاح نظام العادم
محتاج مساعدة، الفتيس بيتنتش لما انقل الجيره,transmission,8,إصلاح ناقل الحركة
عندي مشكلة: الصبح العربية بتاخد وقت قبل ما تشتغل,starting,13,إصلاح مشاكل التشغيل
محتاج مساعدة، لما بدوس فرامل بحس العربية بتزحف,brakes,3,إصلاح الفرامل
عندي مشكلة: العربية مش بتجمع في السحب,engine,11,فحص المحرك الإلكتروني
محتاج مساعدة، فلتر الزيت محتاج تغيير,oil_change,1,تغيير زيت المحرك
العربية بتطفى في الزحمة,engine,11,فحص المحرك الإلكتروني
محتاج مساعدة، في ريحة وحشة طالعة من تحت العربية,exhaust,12,إصلاح نظام العادم
مش شايلة وانا دايس كامل,engine,11,فحص المحرك الإلكتروني
العربيه بتعمل صوت صفاره، ممكن تساعدني؟,brakes,3,إصلاح الفرامل
العربية مش بتتجاوب لما ادوس الغاز,engine,11,فحص المحرك الإلكتروني
محتاج مساعدة، في ريحة بنزين طالعة من الشكمان,exhaust,12,إصلاح نظام العادم
عندي مشكلة: العربية بتعيط لما اطلع مطلع,engine,11,فحص المحرك الإلكتروني
العربيه بتخبط لما اجري,alignment_balancing,5,ضبط الزوايا والتوازن
التكيف بيطلع هوا بس مش ساقع,ac,9,فحص وإصلاح المكيف
محتاج مساعدة، في بقعة مية تحت العربية,cooling,10,إصلاح نظام التبريد
عندي مشكلة: العربية مش ثابتة في الملفات,alignment_balancing,5,ضبط الزوايا والتوازن
العربية بتاعتي، الدركسيون بيتهز بشدة,steering,7,إصلاح نظام التوجيه
عندي مشكلة: الزيت لونه اتغير وبقى أسود,oil_change,1,تغيير زيت المحرك
العربية بتزحف قبل ما تقف، ممكن تساعدني؟,brakes,3,إصلاح الفرامل
عندي مشكلة: العربية تقيلة ومش بتجري,engine,11,فحص المحرك الإلكتروني
عندي مشكلة: الفتيس بيتقطع لما انقل,transmission,8,إصلاح ناقل الحركة
في فصل مفاجئ في الموتور وأنا ماشي، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
في صفارة في العربية مش عارف منين، ممكن تساعدني؟,brakes,3,إصلاح الفرامل
العربية مش بتسحب مع إن الغاز مدوس,engine,11,فحص المحرك الإلكتروني
الموتور بيطفى وانا بسوق، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
الفرامل فيها احتكاك,brakes,3,إصلاح الفرامل
محتاج مساعدة، العربية بتنتش فجأة لما ادوس الغاز,engine,11,فحص المحرك الإلكتروني
العربية في رعشة الفرملة,brakes,3,إصلاح الفرامل
العربيه مبتقوموش,starting,13,إصلاح مشاكل التشغيل
لمبة الشيك اينجن ولعت,engine,11,فحص المحرك الإلكتروني
العربية بتاعتي، في ريحة حاجة محروقة طالعة,exhaust,12,إصلاح نظام العادم
العربيه مش قايمه,starting,13,إصلاح مشاكل التشغيل
العربية بتانح على جنب,alignment_balancing,5,ضبط الزوايا والتوازن
عندي مشكلة: العربية بتهز لما ازود السرعة,alignment_balancing,5,ضبط الزوايا والتوازن
في صوت من العادم، ممكن تساعدني؟,exhaust,12,إصلاح نظام العادم
العربية مش بتسحب رغم دوس البنزين,engine,11,فحص المحرك الإلكتروني
الفتيس بيعمل نتش لما انقل,transmission,8,إصلاح ناقل الحركة
الشكمان مكسور,exhaust,12,إصلاح نظام العادم
العربية بتاعتي، الأتوماتيك فيه مشكله,transmission,8,إصلاح ناقل الحركة
محتاج مساعدة، في ريحة عادم قوية,exhaust,12,إصلاح نظام العادم
العربية وقفت فجأة وأنا بسوق، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
العربية بتبطل في الإشارة، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
العربية بتاعتي، في ريحه محروقه من العربيه,exhaust,12,إصلاح نظام العادم
في ريحة سلك محروق، ممكن تساعدني؟,electrical,14,إصلاح الكهرباء
العربيه بتهز على الطريق السريع، ممكن تساعدني؟,alignment_balancing,5,ضبط الزوايا والتوازن
عندي مشكلة: العربية بترعش دايس فرامل,brakes,3,إصلاح الفرامل
العربية بتاعتي، المساعدين خربانين,suspension,6,إصلاح نظام التعليق
العربية صوتها مرتفع جداً في الطلعة,engine,11,فحص المحرك الإلكتروني
العربية بتاعتي، لما امشي مسافة طويلة العربية بتحسها تقيلة,engine,11,فحص المحرك الإلكتروني
العربية بتاعتي، الفتيس بيتنتش لما انقل,transmission,8,إصلاح ناقل الحركة
عندي مشكلة: العربية مش بتجمع لما ادوس بنزين,engine,11,فحص المحرك الإلكتروني
في صوت غريب من الموتور على السرعات المنخفضه,engine,11,فحص المحرك الإلكتروني
العربية بتاعتي، الأنوار بتبرق وبتتقطع,electrical,14,إصلاح الكهرباء
محتاج مساعدة، العربية بتمشي بتقل,engine,11,فحص المحرك الإلكتروني
محتاج مساعدة، في صوت مزعج مش طبيعي,engine,11,فحص المحرك الإلكتروني
الموتور بيتعشق لما ادوس الغاز,engine,11,فحص المحرك الإلكتروني
العربيه مبتقوموش، ممكن تساعدني؟,starting,13,إصلاح مشاكل التشغيل
في طقطقه لما اعدي على مطب,suspension,6,إصلاح نظام التعليق
في صوت غريب مع السخونة,cooling,10,إصلاح نظام التبريد
العربيه ساعات بتدور وساعات لا، ممكن تساعدني؟,starting,13,إصلاح مشاكل التشغيل
العربية مش سلسة في المشي,engine,11,فحص المحرك الإلكتروني
محتاج مساعدة، في رج في الموتور وأنا واقف على الإشارة,engine,11,فحص المحرك الإلكتروني
في بقعة زيت كبيرة تحت العربية,oil_leak,2,إصلاح تسريب الزيت
محتاج مساعدة، الموتور مش بيدور خالص,starting,13,إصلاح مشاكل التشغيل
العربية بتاعتي، العربيه مبتسحبش,engine,11,فحص المحرك الإلكتروني
عندي مشكلة: في صوت طق لما بحط على الريفرس,transmission,8,إصلاح ناقل الحركة
العربية مش بتسحب وانا دايس الغاز,engine,11,فحص المحرك الإلكتروني
محتاج مساعدة، العربية صوتها بقى مختلف,engine,11,فحص المحرك الإلكتروني
العربية بتاعتي، العربية بتموت لما ارفع رجلي من الغاز,engine,11,فحص المحرك الإلكتروني
محتاج مساعدة، بدوس بنزين بس العربيه مش بتسحب,engine,11,فحص المحرك الإلكتروني
العربية بتاعتي، الكاوتش انفجر وأنا ماشي,tires,4,تغيير إطارات
العربية بتاعتي، العربية بتتهز على السرعات العالية,alignment_balancing,5,ضبط الزوايا والتوازن
عندي مشكلة: الدركسيون الهيدروليك عنده مشكلة,steering,7,إصلاح نظام التوجيه
بترج لما بفرمل,brakes,3,إصلاح الفرامل
العربية بتاعتي، العربية وقفت فجأة وأنا ماشي,engine,11,فحص المحرك الإلكتروني
العربية بتاعتي، لمبة درجة الحرارة اشتعلت,cooling,10,إصلاح نظام التبريد
العربية بتاعتي، العربيه بتتقطع وهي ماشيه,engine,11,فحص المحرك الإلكتروني
محتاج مساعدة، في رجرجة لما اهدى السرعة,alignment_balancing,5,ضبط الزوايا والتوازن
العربية تقيلة في البداية، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
عندي مشكلة: العربيه بترج وانا دايس فرامل,brakes,3,إصلاح الفرامل
العربية بتاعتي، في حكة بتظهر لما امشي ببطء,brakes,3,إصلاح الفرامل
العربية مش بتشتغل، ممكن تساعدني؟,starting,13,إصلاح مشاكل التشغيل
في ريحة بنزين حوالين العربية,exhaust,12,إصلاح نظام العادم
العربية سحبها ضعيف رغم اني دايس بنزين,engine,11,فحص المحرك الإلكتروني
مش بتشد رغم اني دايس بنزين,engine,11,فحص المحرك الإلكتروني
عندي مشكلة: الموتور ضعيف ومش بيسحب,engine,11,فحص المحرك الإلكتروني
عندي مشكلة: العربية بتدور ببطء بسبب البطارية,battery,15,إصلاح البطارية
العربية بتاعتي، في زن بيزيد مع السرعة,tires,4,تغيير إطارات
في حكة من الفرامل، ممكن تساعدني؟,brakes,3,إصلاح الفرامل
الفرامل بتعمل رج لما بدوسها، ممكن تساعدني؟,brakes,3,إصلاح الفرامل
عندي مشكلة: في طقطقة مش عارف منين,suspension,6,إصلاح نظام التعليق
عندي مشكلة: مضخة المية خربانة,cooling,10,إصلاح نظام التبريد
العربية بتاعتي، في هزة لما امشي على الأوتوستراد,alignment_balancing,5,ضبط الزوايا والتوازن
الموتور بيقفل فجأة وأنا بسوق,engine,11,فحص المحرك الإلكتروني
العربية بتسحب يمين لما بسيب الدركسيون، ممكن تساعدني؟,alignment_balancing,5,ضبط الزوايا والتوازن
عندي مشكلة: الهوا البارد ضعيف,ac,9,فحص وإصلاح المكيف
محتاج مساعدة، العربية بتهز لما اعدي 80,alignment_balancing,5,ضبط الزوايا والتوازن
العربية بتاعتي، الفرامل بتسخن,brakes,3,إصلاح الفرامل
العربيه بترعش وانا بفرمل,brakes,3,إصلاح الفرامل
محتاج مساعدة، لقيت إن في زيت واقع على الأرض,oil_leak,2,إصلاح تسريب الزيت
لمبة درجة الحرارة اشتعلت، ممكن تساعدني؟,cooling,10,إصلاح نظام التبريد
في صوت من التعليق لما بعدي على حفرة,suspension,6,إصلاح نظام التعليق
عندي مشكلة: الموتور صوته فظيع في أي طلعة,engine,11,فحص المحرك الإلكتروني
العربية صوتها بيعلى في المطلع,engine,11,فحص المحرك الإلكتروني
الفرامل بتعمل رجة، ممكن تساعدني؟,brakes,3,إصلاح الفرامل
العربية بتاعتي، في خبط في الكاوتش,tires,4,تغيير إطارات
عندي مشكلة: العربية بتهز فوق 90,alignment_balancing,5,ضبط الزوايا والتوازن
عندي مشكلة: في رعشة لما بنقل من جيرة لجيرة,transmission,8,إصلاح ناقل الحركة
عندي مشكلة: لمبة الزيت اشتعلت,oil_change,1,تغيير زيت المحرك
العربيه بتكتم لما اطلع مطلع,engine,11,فحص المحرك الإلكتروني
عندي مشكلة: في مسمار في الكاوتش,tires,4,تغيير إطارات
محتاج مساعدة، في خبطة من العفشة,suspension,6,إصلاح نظام التعليق
محتاج مساعدة، في دخان أبيض بيطلع من الشكمان,exhaust,12,إصلاح نظام العادم
العربية بتاعتي، في صوت من العجلة لما امشي,tires,4,تغيير إطارات
عندي مشكلة: العربية بتنتش فجأة لما ادوس الغاز,engine,11,فحص المحرك الإلكتروني
العربيه بترتعش علي الأوتوستراد,alignment_balancing,5,ضبط الزوايا والتوازن
محتاج مساعدة، العربيه بتترجرج وانا ماشي,suspension,6,إصلاح نظام التعليق
محتاج مساعدة، العربية بتطفى في الزحمة,engine,11,فحص المحرك الإلكتروني
عندي مشكلة: العربية سحبها بقى ضعيف,engine,11,فحص المحرك الإلكتروني
عندي مشكلة: الفرامل بتصفر لما بدوسها,brakes,3,إصلاح الفرامل
محتاج مساعدة، في صوت زنة مستمر من العربية,tires,4,تغيير إطارات
بتهز لما افرمل,brakes,3,إصلاح الفرامل
العربية بتاعتي، الهزة بتيجي على السرعات العالية,alignment_balancing,5,ضبط الزوايا والتوازن
لقيت إن في زيت واقع على الأرض,oil_leak,2,إصلاح تسريب الزيت
عندي مشكلة: العربية وقفت مني وأنا بسوق,engine,11,فحص المحرك الإلكتروني
العربية بتتهز عند الفرملة,brakes,3,إصلاح الفرامل
عندي مشكلة: العربية بترتجف لما انقل,transmission,8,إصلاح ناقل الحركة
عندي مشكلة: المكيف بيعمل صوت طق,ac,9,فحص وإصلاح المكيف
العربية بتاعتي، العربية بترعش لما بوقف على الإشارة,brakes,3,إصلاح الفرامل
في صوت زي الصفير,brakes,3,إصلاح الفرامل
العربية بتنتش لما ادوس البنزين,engine,11,فحص المحرك الإلكتروني
العربية بتهز لما ازود السرعة,alignment_balancing,5,ضبط الزوايا والتوازن
العربية بتاخد وقت قبل ما تشتغل، ممكن تساعدني؟,starting,13,إصلاح مشاكل التشغيل
العربية بتدبدب,suspension,6,إصلاح نظام التعليق
الهواء من المكيف دافي,ac,9,فحص وإصلاح المكيف
العربية في هزة دايس فرامل، ممكن تساعدني؟,brakes,3,إصلاح الفرامل
المقود بيهز لما بوصل سرعة معينة,alignment_balancing,5,ضبط الزوايا والتوازن
عندي مشكلة: العربيه مبتدورش,starting,13,إصلاح مشاكل التشغيل
العربية بتميل لجنب وأنا ماشي، ممكن تساعدني؟,alignment_balancing,5,ضبط الزوايا والتوازن
العربية بتطفى مني فجأة، ممكن تساعدني؟,starting,13,إصلاح مشاكل التشغيل
عندي مشكلة: الدركسيون بيتهز بشدة,steering,7,إصلاح نظام التوجيه
محتاج مساعدة، العربية بتتطاير على الطريق السريع,alignment_balancing,5,ضبط الزوايا والتوازن
الإطارات بتبلى من جانب واحد,alignment_balancing,5,ضبط الزوايا والتوازن
العربيه بترزع في الشارع الوعر، ممكن تساعدني؟,suspension,6,إصلاح نظام التعليق
محتاج مساعدة، العربية بتتعب لما اطلع مطلع,engine,11,فحص المحرك الإلكتروني
محتاج إطارات جديدة، ممكن تساعدني؟,tires,4,تغيير إطارات
في ريحة حاجة محروقة طالعة، ممكن تساعدني؟,exhaust,12,إصلاح نظام العادم
العربية بتاعتي، العادم بيطلع دخان,exhaust,12,إصلاح نظام العادم
عندي مشكلة: في طقطقه خفيفه في العربيه,suspension,6,إصلاح نظام التعليق
محتاج مساعدة، العربية مخنوقة في المشي,engine,11,فحص المحرك الإلكتروني
العربية بتاعتي، في ريحة محروقة من العربية,exhaust,12,إصلاح نظام العادم
العربيه بترعش لما افرمل,brakes,3,إصلاح الفرامل
العربية بتعمل أصوات مزعجة، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
في حكة من الفرامل,brakes,3,إصلاح الفرامل
بترعش على طريق وعر,suspension,6,إصلاح نظام التعليق
الفرامل فيها احتكاك، ممكن تساعدني؟,brakes,3,إصلاح الفرامل
محتاج مساعدة، العربية مكتومة ومش بتسحب,engine,11,فحص المحرك الإلكتروني
العربية بتعمل زنة مستمرة,tires,4,تغيير إطارات
عندي مشكلة: الفرامل بتعمل رجة لما تفرمل فجأة,brakes,3,إصلاح الفرامل
درجة حرارة الموتور عالية,cooling,10,إصلاح نظام التبريد
العربية بتموت لما اهدي، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
العربية بترج على طريق وعر,suspension,6,إصلاح نظام التعليق
العربيه بتتهز وانا دايس فرامل,brakes,3,إصلاح الفرامل
لما العربيه تسخن الاداء بتاعها بيقل,cooling,10,إصلاح نظام التبريد
العربية بتاعتي، في صوت احتكاك بيزيد لما السرعة تزيد,alignment_balancing,5,ضبط الزوايا والتوازن
محتاج مساعدة، العربية مكتومة,engine,11,فحص المحرك الإلكتروني
عندي مشكلة: الترموستات عنده مشكلة,cooling,10,إصلاح نظام التبريد
عندي مشكلة: العربية مش بتشتغل بسبب البطارية,battery,15,إصلاح البطارية
العربية بتاعتي، العربية بترزع على المطبات,suspension,6,إصلاح نظام التعليق
العربية مش بتشتغل بسبب البطارية، ممكن تساعدني؟,battery,15,إصلاح البطارية
بترج عند الفرملة,brakes,3,إصلاح الفرامل
العربية بتاعتي، في ريحة وقود من العربية,exhaust,12,إصلاح نظام العادم
العربية بتاعتي، العربية مش بتتحرك بسلاسة,engine,11,فحص المحرك الإلكتروني
عندي مشكلة: العربية وسخة ومحتاجة غسيل,cleaning,16,تنظيف وتلميع السيارة
العربية بتتهز الصبح لما تشتغل وهي باردة,engine,11,فحص المحرك الإلكتروني
عندي مشكلة: الديناموه مش بيشحن,electrical,14,إصلاح الكهرباء
محتاج مساعدة، عايز أنضف جنوط العربية,cleaning,16,تنظيف وتلميع السيارة
العربية وسخة ومحتاجة غسيل، ممكن تساعدني؟,cleaning,16,تنظيف وتلميع السيارة
لمبة الحرارة بتولع وتطفى,cooling,10,إصلاح نظام التبريد
العربية بتحسها تقيلة وانا ماشي,engine,11,فحص المحرك الإلكتروني
العربية بتاعتي، في صوت زن مستمر من العربية,tires,4,تغيير إطارات
عايز أعمل بنشر، ممكن تساعدني؟,tires,4,تغيير إطارات
في صوت حكة وانا ماشي ببطء,brakes,3,إصلاح الفرامل
العربية بتاعتي، البطارية وقعت,battery,15,إصلاح البطارية
أداء العربية بيقل لما تسخن,cooling,10,إصلاح نظام التبريد
زيت الفتيس محتاج تغيير، ممكن تساعدني؟,transmission,8,إصلاح ناقل الحركة
في طنطنة في العربية على السرعة,alignment_balancing,5,ضبط الزوايا والتوازن
العربية بتهتز وأنا واقف على الإشارة الحمرا، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
العربية بتبقى تقيلة أول ما اتحرك بيها,engine,11,فحص المحرك الإلكتروني
العربية بتاعتي، المكيف مبردش خالص,ac,9,فحص وإصلاح المكيف
العربية بتاعتي، العربية مش بتشتغل من أول مرة,starting,13,إصلاح مشاكل التشغيل
العربية بتبطل وأنا واقف,engine,11,فحص المحرك الإلكتروني
عندي مشكلة: العربية بتترجرج,suspension,6,إصلاح نظام التعليق
محتاج مساعدة، في صوت مع السخونه,cooling,10,إصلاح نظام التبريد
